,pitchid,pitcherid,yearid,throws,height,initspeed,breakx,breakz,initposx,initposz,extension,spinrate,type
2845,7550,221958,2016,L,73,77.10984827,-1.9841755669999999,-0.967841312,2.34490623,6.168880872000001,6.571902255,2333.344624,SL
2846,14436,221958,2016,L,73,87.44577813,8.54645697,6.995657207000001,2.631351855,6.127495585,6.283155852,2072.4289329999997,CU
2847,19349,231932,2016,R,72,85.99399114,-6.235034351,6.226483405,-1.730123834,5.395386477000001,6.380571869,1922.930875,FB
2848,2105,221958,2016,L,73,87.33398762,9.223688633,12.43776692,2.708553825,6.132397038,6.062245057,2114.090731,FB
2849,17196,465838,2015,L,74,81.37433537,2.623811437,-1.177011693,1.9659764519999998,5.754852571,6.377974088999999,2312.328541,SL
2850,16110,221958,2016,L,73,77.76772882,0.48648631299999995,-1.131225358,2.609928132,6.092992089,6.339059395,2284.333354,SL
2851,7632,465838,2016,L,74,90.20627507,9.704425326,8.829513518999999,1.848513171,6.26529028,6.299853711,2033.935536,CU
2852,19150,465838,2015,L,74,92.15410748,9.377371576,8.430354312999999,1.771434107,6.233097707000001,5.913366811,2108.2028649999997,CU
2853,8980,465838,2015,L,74,80.22399812,0.617893218,-1.037513341,1.871120291,5.992403435,6.0314855110000005,2218.9387829999996,SL
2854,16439,771155,2017,R,75,73.85155965,-3.386814228,3.528800233,-1.1027342820000001,5.93935435,6.0224586339999995,1434.0616400000001,SI
2855,8408,771155,2016,R,75,85.82359103,1.227475591,4.638465361000001,-1.438293505,6.037682141,5.9495168860000005,2285.235202,CH
2856,11764,231932,2015,R,72,90.62128655,-6.2016388010000005,1.063163012,-1.757728009,5.405454597,6.0963618010000005,1730.354634,CU
2857,12658,221958,2017,L,73,77.02826918,2.7028778589999995,0.746988133,2.389512015,6.200794665,6.1528457439999995,2144.093249,SL
2858,3182,359178,2015,R,76,83.37826927,0.350997295,0.7479424579999999,-1.7791058119999998,6.432185925,5.925715097,2041.72085,SL
2859,6276,221958,2017,L,73,70.52717755,-6.916227861,-5.544081135,2.219529197,6.30247191,6.203368671000001,2358.796553,CB
2860,840,221958,2017,L,73,86.76968952,5.80155999,10.29833225,2.613897505,6.20100844,6.37548694,2059.49732,FB
2861,2159,221958,2016,L,73,78.56048796,1.3527094130000001,5.120267607,2.3696551390000002,6.453888148,6.0264943120000005,2181.548739,SL
2862,8911,465838,2016,L,74,90.79648342,9.576022157999999,8.234024632999999,1.4035122869999999,6.345265496000001,5.957299125,2148.226729,FB
2863,17454,771155,2017,R,75,88.14577551,-6.6847885620000005,5.149986262,-1.093978466,6.028025334,6.0889198989999995,2136.079934,CU
2864,13783,221958,2017,L,73,89.16517052,8.168071203,9.219152735,2.626889025,6.097735033999999,6.470557597999999,2077.802463,FB
2865,5028,221958,2017,L,73,78.06113825,9.691414986,2.3823379609999997,2.605911753,6.112040756,6.370193407,1086.268655,SI
2866,614,359178,2015,R,76,94.20653988,-4.41661089,9.226570472999999,-1.7965085140000001,6.0382035510000005,6.325164181,2327.252484,FB
2867,18744,221958,2016,L,73,84.9100074,11.09262055,9.515907235,2.6802660069999997,6.302971502,6.1768831529999995,2032.979248,CU
2868,15756,359178,2015,R,76,87.83163286,-6.288892944,7.919987288,-1.281896768,6.095036212,5.892213762000001,2182.696265,SI
2869,8275,221958,2015,L,73,89.86157569,9.600639527,9.46421404,2.581776052,6.065273707,6.380101395,2110.7832829999998,CU
2870,6718,359178,2015,R,76,96.17563739,-2.9474309460000003,8.845958898,-2.444042027,5.870554495,6.1491996360000005,2304.434885,FB
2871,631,359178,2015,R,76,96.53442703,-3.532718061,8.869456777,-1.724071895,5.986433135,6.286788614,2279.989044,FB
2872,903,221958,2017,L,73,77.3904704,7.021610269,1.148467334,2.407708593,6.403273672,6.126148721,1008.4924880000001,SI
2873,3014,221958,2015,L,73,88.51912713,6.519181033,10.9180425,2.706021287,6.24386068,6.208572077,2043.9512149999998,FB
2874,16795,221958,2017,L,73,85.82219347,11.12687477,9.178564598,2.668458965,6.261679652000001,6.375165892999999,1862.5044870000002,CU
2875,3423,221958,2017,L,73,88.82014827,12.63803228,12.36720218,3.01507719,6.114076941,6.053559312999999,1984.1634510000001,CU
2876,12717,771155,2017,R,75,87.91081892,-7.15198518,2.9338846989999996,-1.168083043,5.718104328,6.207963225,2138.75505,CU
2877,3370,221958,2017,L,73,87.47270102,12.727025999999999,8.304086249,2.50356541,6.2274729429999995,6.320516037999999,2036.231595,CU
2878,395,771155,2017,R,75,87.51249455,-4.511869596,10.37952779,-1.159828458,6.090394135,6.287681869,2096.667399,FB
2879,6007,221958,2017,L,73,77.75597089,9.782096022000001,6.566883432000001,2.209069219,6.4575224979999994,6.067396962999999,1106.656152,SI
2880,15174,771155,2017,R,75,87.70813819,-8.572829747,3.6221010189999996,-1.079193927,5.791380636,6.12721695,2086.2228760000003,CU
2881,4356,359178,2015,R,76,95.50695488,-6.14248485,7.846235525,-1.9298908019999998,6.035114557000001,6.055319948999999,2265.4972190000003,CU
2882,7782,771155,2017,R,75,87.01032317,-8.30977354,2.765848152,-1.132908911,5.691224588,6.445357222,2075.795728,CU
2883,16948,231932,2015,R,72,90.96942549,-10.10103108,3.421863035,-1.802374566,5.3118582110000006,6.30832592,1928.2815690000002,CU
2884,7518,221958,2017,L,73,87.1159044,11.71224275,6.979414481,2.684223982,6.155787995,5.986858671,1904.562568,CU
2885,11825,231932,2016,R,72,75.5568762,1.7112398830000002,-0.417569576,-1.8062524530000001,5.333543745,6.240144233,2175.569567,SL
2886,14711,359178,2015,R,76,83.00593538,1.448326139,-1.214960298,-1.8193445119999998,6.306571491000001,6.163608888,2199.618871,SL
2887,13571,231932,2016,R,72,84.82048756,-6.838022354,5.633470486,-1.681700719,5.386654428,6.127727489,1788.519679,FB
2888,3005,221958,2017,L,73,87.51435682,5.48376171,8.713920667,2.418330201,6.129374174,6.096169794,2082.67821,FB
2889,18747,465838,2015,L,74,93.15998242,9.690995725,4.5414474789999995,1.4988423640000001,6.183692681,6.216314986,2045.212939,CU
2890,3082,221958,2017,L,73,86.94830448,13.56961755,9.153971112999999,2.798824778,6.142233002,6.013704796,1997.3441460000001,CU
2891,18068,465838,2016,L,74,78.45262943,3.630874874,-0.056921300999999994,2.021010038,6.016714155,6.184020161,2121.863221,SL
2892,14142,221958,2017,L,73,89.44246419,6.801882595,10.55955614,2.608533396,6.20411718,6.0429853620000005,2105.278977,FB
2893,5994,221958,2016,L,73,89.50313768,9.645193004,9.089934253,2.708491332,6.00497964,6.305145687,2017.2309879999998,CU
2894,1551,465838,2015,L,74,92.09770848,8.748133973,7.521472768,1.577757501,6.335266227000001,6.026637506,2087.845045,CU
2895,2390,221958,2017,L,73,86.91981224,12.52600035,8.207462106,2.6666782419999997,6.075220067,6.0340671089999995,2055.122697,CU
2896,4183,771155,2017,R,75,82.77658506,2.662417793,9.821329824,-1.434631259,6.0723577010000005,6.23890111,2261.560748,CH
2897,9218,359178,2015,R,76,83.07152246,1.8006154319999998,0.7536287840000001,-1.3455703669999999,6.445970846,5.915869302000001,1996.1974109999999,SL
2898,4700,465838,2015,L,74,91.47403887,9.245959398,8.694524036,1.6174330540000001,6.31755825,6.199303344,2149.836135,CU
2899,16949,221958,2016,L,73,76.7715464,10.39634675,2.6615904130000003,2.22914681,6.49359707,5.7139096270000005,1645.938306,SI
2900,5316,771155,2017,R,75,72.63661054,9.767322378,-3.5900068210000002,-1.178148051,6.074915689,6.5927518670000005,2759.677068,CB
2901,13363,465838,2015,L,74,80.53707790000001,2.5782277959999997,0.79347653,1.935617304,6.166865444,5.952038036,2216.453856,SL
2902,2834,359178,2015,R,76,95.76370703,-1.360786796,9.814248045,-1.333802025,6.272564552,6.081466681,2345.045482,FB
2903,3745,221958,2016,L,73,86.66086213,7.001297993,10.47022406,2.58266829,6.351363601,6.3955032670000005,2043.896984,FB
2904,15846,465838,2016,L,74,91.51420852,12.18399837,4.892937198,1.884174302,6.201722032,6.184288199,2153.573592,CU
2905,12409,359178,2015,R,76,93.2841185,-4.227225496,11.37648232,-1.6758173619999999,6.179489771,6.205530702999999,2382.947944,FB
2906,14647,359178,2015,R,76,88.28979668,2.608496438,3.425658631,-1.834772511,6.185676902000001,6.20910769,2263.0026789999997,SL
2907,1004,771155,2017,R,75,73.91406767,6.717839457999999,-4.099308754,-1.1515643340000001,6.104617922999999,5.91583993,2637.8244170000003,CB
2908,7777,359178,2015,R,76,95.57660408,-5.836040341,11.35711349,-1.473184035,6.282069937,6.155935105,2450.689848,FB
2909,16555,221958,2016,L,73,76.73087752,0.472021095,2.19040465,2.351814096,6.330287042,6.091933309,2136.527419,SL
2910,9167,359178,2015,R,76,89.01188271,-7.542636878,10.91956149,-1.910856921,6.375881388,6.159776711,1967.1832789999999,SI
2911,9183,231932,2015,R,72,89.05146454,-8.860137815,5.9689677770000005,-1.7863921319999998,5.519776941,5.684963721,1730.7416469999998,FB
2912,6278,771155,2017,R,75,88.71089583,-4.905710936,8.870183012,-0.992144507,6.082488463,6.252157491,2132.975209,FB
2913,14155,771155,2017,R,75,86.49077607,2.08848757,4.994601534,-1.0910500140000001,5.819232372,6.388509305,2425.2343760000003,CH
2914,6226,221958,2016,L,73,78.14765578,7.95801222,1.837217097,2.721707523,6.17746575,6.084934708,1684.161546,SI
2915,15224,221958,2015,L,73,88.14490839,10.30161726,8.008369225,2.790789452,5.99189445,5.930491397000001,2118.3986219999997,CU
2916,16161,221958,2017,L,73,78.47973568,-0.10787274599999999,-1.214496423,2.524059595,6.070657088,6.398649497,2172.381076,SL
2917,12677,771155,2017,R,75,83.21802574,3.131332485,8.482848497,-1.3100955890000001,5.906195832000001,6.040212997,2326.807707,CH
2918,4131,221958,2016,L,73,86.09316018,10.44147378,8.182121961,2.61616834,6.184715807999999,6.382274125,1970.301129,CU
2919,16787,231932,2015,R,72,86.27384587,-5.334232173,4.541289448000001,-1.523557703,5.32515193,6.242435706,1617.15669,SI
2920,18943,465838,2015,L,74,82.49981221,-0.22705948199999998,1.317592083,1.93563263,6.212192839,6.42520346,2102.611165,SL
2921,11182,465838,2015,L,74,82.29713964,2.0228570009999998,-1.5330865319999998,1.8670535240000001,5.754203336000001,5.883180021,2358.116125,SL
2922,13789,221958,2017,L,73,86.68174606,10.20082408,7.555241483,2.597256138,6.148305695,6.737637717,1930.571071,CU
2923,12165,221958,2016,L,73,83.90598139,9.590707522,9.049358427,2.411075973,6.408825171,6.148437519,1800.85392,CU
2924,9401,221958,2015,L,73,74.14660989,1.003706089,-0.293510779,2.429949904,6.264492504,6.318608042999999,2218.3157309999997,SL
2925,7672,771155,2017,R,75,86.55004876,-4.634179627,9.248523882,-1.3265834429999999,6.134735745,5.9604301060000004,2000.25123,FB
2926,13257,221958,2016,L,73,84.97538323,8.627698121,7.878046275,2.508815615,6.268366835,5.849829201,1938.4184480000001,CU
2927,17174,231932,2015,R,72,89.87721188,-8.64643469,0.736070839,-1.84861056,5.23872029,6.276204627,1811.7804429999999,CU
2928,18228,221958,2017,L,73,89.59399992,8.554334628,9.358968844,2.505362822,6.0877728289999995,6.313964974,2306.3858210000003,FB
2929,2092,359178,2015,R,76,95.21702075,-8.714605713,8.068210878,-1.872007755,6.014544054,6.417422826,2178.721437,CU
2930,8351,231932,2015,R,72,85.02832369,-9.422184218,-2.811537294,-1.713767419,5.381595729,6.173537341,1720.765545,SI
2931,554,465838,2015,L,74,93.45011764,7.639723991,9.664054718,1.5399433930000002,6.368461744,6.247908859,2114.210151,CU
